DOI	AFF	INST	Title	NAT
10.1002/hyp.11035	{Brazil, Australia, Peru, Colombia, Uruguay, United States, Chile, Argentina, Ecuador}	{College of Earth, Ocean, and Atmospheric Sciences, Oregon State University, Corvallis, OR, United States; Land and Water, The Commonwealth Scientific and Industrial Research Organization, Hobart, TAS, Australia; Programa para el Manejo del agua y del suelo, Universidad de Cuenca, Cuenca, Ecuador; Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Valdivia, Chile; Grupo de Estudios Ambientales, Universidad Nacional de San Luis, San Luis, Argentina; Laboratorio de Dendrocronología y Cambio Global, Instituto de Conservación, Biodiversidad y Territorio, Universidad Austral de Chile, Valdivia, Chile; Center for Climate and Resilience Research (CR)2, Valdivia, Chile; Department of Forest Sciences, University of São Paulo, Piracicaba, São Paulo, Brazil; Instituto Forestal (INFOR), Concepción, Chile; Facultad de Ciencias Forestales, Universidad Nacional Agraria La Molina, Lima, Peru; Institute of Fluid Mechanics and Environmental Engineering, Faculty of Engineering, Universidad de la República, Montevideo, Uruguay; Facultad de Ingeniería, University of Antioquia, Medellin, Antioquia, Colombia}	Forests and water in South America	4
10.1177/0263774X15614734	{Australia, Chile}	{Department of Environmental Science and Resource Management, University of Chile, Avenida Santa Rosa 11315, La Pintana 8820808, Santiago, Chile; Centre for Risk and Community Safety, RMIT University, GPO Box 2476, Melbourne, VIC  3001, Australia; Department of Resource Management and Geography, The University of Melbourne, 221 Bouverie Street, Parkville 3010, Melbourne, VIC, Australia; Chief Research Scientist, CSIRO Agriculture, GPO Box 1700ACT  2601, Australia; Centre for Climate and Resilience Research CR2, Blanco Encalada 2002, piso 4, Santiago, Chile; Department of Resource Management and Geography, The University of Melbourne, 221 Bouverie Street, Parkville 3010, Melbourne, VIC, Australia}	Is climate change framed as ‘business as usual’ or as a challenging issue? The practitioners’ dilemma	2
10.1093/femsec/fiw088	{Chile}	{Center for Genomics and Bioinformatics, Faculty of Sciences, Universidad Mayor, Camino La Pirámide 5750, Santiago, 8580745, Chile; Department of Molecular Genetics and Microbiology, Pontificia Universidad Católica de Chile, Alameda 340, Santiago, 8331150, Chile; Millennium Institute of Ocenography, Cabina 7 Barrio Universitario s/n, Concepción, 4030000, Chile; Instituto de Ciencias Marinas y Limnológicas, Facultad de Ciencias, Universidad Austral de Chile, Campus Isla Teja, Valdivia, 5090000, Chile; Centro de Investigación FONDAP: Dinámica de Ecosistemas Marinos de Altas Latitudes (IDEAL), Campus Isla Teja, Valdivia, 5090000, Chile; Department of Oceanography, Universidad de Concepción, Cabina 7, Barrio Universitario s/n, Concepción, 4030000, Chile; CREA - Centro Regional de Estudios Ambientales, Universidad Católica de la Santísima Concepción, Av. Colón 2766, Talcahuano, 4270789, Chile; Center for Climate and Resilience Research (CR)2, Blanco Encalada 22002, Santiago, 8370449, Chile}	Variation in coastal Antarctic microbial community composition at sub-mesoscale: Spatial distance or environmental filtering?	8
10.1371/journal.pone.0155757	{United States, Sweden, Chile}	{Department of Molecular Genetic and Microbiology, Faculty of Biological Sciences, Pontificia Universidad Católica de Chile, Alameda 340, Casilla 114-D, C.P. 651 3677, Santiago, Chile; Science for Life Laboratory, Department of Ecology, Environment and Plant Sciences, Stockholm University, Box 1031, Solna, 17121, Sweden; Center for Climate Change and Resilience Research (CR)2, Santiago, Chile; BILS/Department of Bioinformatics and Genetics, Swedish Museum of Natural History, Box 50003, Stockholm, SE-10405, Sweden; Microbial and Environmental Genomics, J. Craig Venter Institute, San Diego, CA  92037, United States; Integrative Oceanography Division, Scripps Institution of Oceanography, University of California San Diego, San Diego, CA  92037, United States; Informatics Group, J. Craig Venter Institute, San Diego, CA  92037, United States; Informatics Group, J. Craig Venter Institute, Rockville, MD  20850, United States; Center for Genomics and Bioinformatics, Indiana University, Bloomington, IN  47401, United States}	Metagenomic analysis of the Indian Ocean picocyanobacterial community: Structure, potential function and evolution	2
10.1175/JHM-D-15-0170.1	{Chile}	{Department of Geophysics, Universidad de Chile, Santiago, Chile; Center for Climate and Resilience Research, Universidad de Chile, Santiago, Chile; Department of Geophysics, Universidad de Concepción, Concepción, Chile; Centro de Recursos Hídricos para la Agricultura y Minería, Universidad de Concepción, Concepción, Chile}	Orographic precipitation in coastal southern Chile: Mean distribution, temporal variability, and linear contribution	4
10.3402/tellusb.v65i0.19822	{Chile}	{Centro De Modelamiento Matemático, Universidad de Chile-CNRS, Blanco Encalada 2120, Piso 7, Santiago, Chile; Departamento de Ingeniería Matemática, Universidad de Chile, Blanco Encalada 2120, Piso 7, Santiago, Chile; Center for Climate and Resilience Research (CR2), Santiago, Chile; Departamento de Geofísica, Universidad de Chile, Blanco Encalada 2002, Santiago, Chile}	Analysis and evolution of air quality monitoring networks using combined statistical information indexes	4
10.1038/s41467-018-06036-0	{Canada, United States, Australia, Italy, Czech Republic, Iceland, Japan, Austria, France, United Kingdom, Russian Federation, Sweden, China, Germany, Chile, Greece, Switzerland, Hungary, New Zealand, Argentina}	{Department of Geography, University of Cambridge, Cambridge, CB2 3EN, United Kingdom; Swiss Federal Research Institute WSL, Birmensdorf, CH-8903, Switzerland; Global Change Research Institute CAS, Brno, 603 00, Czech Republic; Department of Geography, Masaryk University, Brno, 611 37, Czech Republic; Laboratory for Ion Beam Physics, ETH Zürich, Zurich, CH-8093, Switzerland; Département de biologie, chimie et géographie, University of Québec in Rimouski, QC  G5L 3A1, Canada; School of Natural and Built Environment, Queen’s University, Belfast, Northern Ireland  BT7 1NN, United Kingdom; Swiss Federal Institute of Aquatic Science and Technology Eawag, Dübendorf, CH-8600, Switzerland; CNR-IVALSA, Trees and Timber Institute, San Michele all′Adige, TN  38010, Italy; Competence Center for Underwater Archaeology and Dendrochronology, Office for Urbanism, City of Zurich, Zürich, 8008, Switzerland; School of Environment, University of Auckland, Auckland, 1010, New Zealand; Institute of Geography, Friedrich-Alexander-University Erlangen-Nürnberg (FAU), Erlangen, 91058, Germany; Department Territorio e Sistemi Agro-Forestali, University of Padova, Legnaro (PD), 35020, Italy; Department of History, Stockholm University, Stockholm, SE-10691, Sweden; Bolin Centre for Climate Research, Stockholm University, Stockholm, SE-10691, Sweden; Laboratorio de Dendrocronología y Cambio Global, Universidad Austral de Chile, Casilla 567, Valdivia, Chile; Center for Climate and Resilience Research, Blanco Encalada 2002, Santiago, 8370449, Chile; Rubenstein School of Environment and Natural Resources, University of Vermont, Burlington, VT  05405, United States; Tree-Ring Laboratory, Lamont-Doherty Earth Observatory of Columbia University, Palisades, NY  10964-8000, United States; Department of Environmental Science, William Paterson University, Wayne, NJ  07470, United States; Icelandic Forest Research Mógilsá, Reykjavik, 116, Iceland; Department of Geography, Johannes Gutenberg University, Mainz, 55099, Germany; Department of Geography, University of Guelph, ON  N1G 2W1, Canada; AgroParisTech, INRA, Université de Lorraine, Nancy, 54000, France; Department of Geography, University of Tennessee, Knoxville, TN  37996-0925, United States; Swedish Polar Research Secretariat, SE-104 05, Stockholm, Sweden; Department of Physical Geography, Stockholm University, Stockholm, SE-106 91, Sweden; Institute of Plant and Animal Ecology, Ural Branch of the Russian Academy of Sciences, Ekaterinburg, 620144, Russian Federation; Bavarian State Office for Monument Protection, München, 80539, Germany; Department of Geology and Geography, West Virginia UniversityWV  26505-6300, United States; German Archaeological Institute, Berlin, 14195, Germany; Department of Geosciences, University of Arizona, Tucson, AZ  85721, United States; AMS Laboratory, University of Arizona, Tucson, AZ  85721, United States; Isotope Climatology and Environmental Research Centre, Institute of Nuclear Research, Debrecen, H-4001, Hungary; Sukachev Institute of Forest SB RAS, Krasnoyarsk, 660036, Russian Federation; Department of Humanities, Siberian Federal University, Krasnoyarsk, 660041, Russian Federation; Department of Wood Science, Mendel University in Brno, Brno, 61300, Czech Republic; Navarino Environmental Observatory, Messinia, GR-24001, Greece; Department of Earth Sciences, University of Gothenburg, Gothenburg, 405 30, Sweden; Department of Geography, Swansea University, Swansea, Wales  SA2 8PP, United Kingdom; Department of Geography, University of Western Ontario, London, ON  N6A 3K7, Canada; Institute for Space-Earth Environmental Research, Nagoya University, Nagoya, 464-8601, Japan; Institute of Geography, University of Innsbruck, Innsbruck, 6020, Austria; Palaeontology, Geobiology and Earth Archives Research Centre, and ARC Centre of Excellence for Australian Biodiversity and Heritage, School of Biological, Earth and Environmental Sciences, The University of New South Wales, Sydney, NSW  2052, Australia; Laboratory of Tree-Ring Research, University of Arizona, Tucson, AZ  85721, United States; Harvard Forest, Harvard University, Petersham, MA  01366, United States; Chair of Forest Growth and Dendroecology, Institute of Forest Sciences, University of Freiburg, Freiburg, Germany; Laboratory of Environmental Chemistry, Paul Scherrer Institute, Villigen, 5232, Switzerland; Institute for Environmental Sciences, University of Geneva, Geneva, 1205, Switzerland; Department of Earth and Environmental Systems, Indiana State University, Terre Haute, IN  47809, United States; Archaeological Service Kanton Thurgau (AATG), Frauenfeld, 8510, Switzerland; Instituto Argentino de Nivología, Glaciología y Ciencias Ambientales, IANIGLA - CONICET, CP 330, Mendoza, 5500, Argentina; Department of of Earth Sciences, The College of Wooster, OH  44691, United States; School of Geography and Geosciences, University of St Andrews, St Andrews, Scotland  KY16 9AJ, United Kingdom; School of Natural Science, Hampshire College, Amherst, MA  01002, United States; Key Laboratory of Desert and Desertification, Northwest Institute of Eco-Environment and Resources, Chinese Academy of Sciences, Lanzhou, 730000, China}	Tree rings reveal globally coherent signature of cosmogenic radiocarbon events in 774 and 993 CE	2
10.1016/j.enpol.2017.03.016	{United States, Chile}	{School of Industrial Engineering, Universidad Diego Portales, Santiago, Chile; Center for Climate and Resilience Research, Universidad de Chile, Santiago, Chile; Department of Earth and Environment, Center for Energy and Environmental Studies, Boston University, Boston, MA  02466, United States; Climate Science Center, Texas Tech University, Lubbock, TX  79409, United States}	The effect of climate change on electricity expenditures in Massachusetts	2
10.4067/S0717-92002016000100014	{Chile}	{Universidad Austral de Chile, Facultad de Ciencias Forestales y Recursos Naturales, Instituto de Conservación, Biodiversidad y Territorio, Laboratorio de Ecología de Bosques, Casilla 567, Valdivia, Chile; Universidad de Chile, Facultad de Ciencias Agronómicas, Departamento de Ciencias Ambientales y Recursos Naturales, Av. Santa Rosa 11315, La Pintana, Santiago, Chile}	Spatio-temporal analyses of wildfires in the region of Maule, Chile [Análisis espacio-temporal de incendios forestales en la región del Maule, Chile]	2
10.1093/aobpla/plv058	{Chile, Spain}	{Departamento de Biología Vegetal y Ecología, Universidad del País Vasco UPV/EHU, Apdo. 644, Bilbao, E-48080, Spain; Laboratorio de Ecofisiología para la Conservación de Bosques, Instituto de Conservació n, Biodiversidad y Territorio, Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Casilla 567, Valdivia, Chile; Laboratorio de Dendrocronología y Cambio Global, Instituto de Conservació n, Biodiversidad y Territorio, Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Casilla 567, Valdivia, Chile; Center for Climate and Resilience Research (CR)2, Chile}	Photosynthetic responses of trees in high-elevation forests: Comparing evergreen species along an elevation gradient in the Central Andes	3
10.1038/s41598-018-21836-6	{United States, Argentina, New Zealand, Chile}	{Departamento de Ciencias Ecológicas, Universidad de Chile, Santiago, Chile; CONICET, Museo Argentino de Ciencias Naturales, Buenos Aires, Argentina; GAIA, Universidad de Magallanes, Punta Arenas, Chile; School of Earth Energy and Environmental Sciences, Stanford University, Palo Alto, CA, United States; Department of Geochemistry, Lamont-Doherty Earth Observatory of Columbia University, Palisades, NY, United States; Departamento de Geofísica, Universidad de Chile, Santiago, Chile; Department of Geology, University of Otago, Dunedin, New Zealand; Departamento de Geografiá Física, Pontificia Universidad Católica de Chile, Santiago, Chile}	Onset and Evolution of Southern Annular Mode-Like Changes at Centennial Timescale	4
10.1126/sciadv.aat8785	{United Kingdom, Brazil, Peru, Chile, France}	{Instituto de Conservación, Biodiversidad y Territorio, Universidad Austral de Chile, Valdivia, Chile; Center for Climate and Resilience Research, Santiago, Chile; School of Geography, University of Leeds, Leeds, United Kingdom; Laboratoire des Sciences du Climat et de l'Environnement, CEA CNRS UVSQ, Gif-sur-Yvette, 91190, France; Instituto Nacional de Pesquisas da Amazônia, Coordenação de Dinâmica Ambiental, Manaus, Brazil; Instituto Geofísico del Perú (IGP), Subdirección de Ciencias de la Atmósfera e Hidrósfera (SCAH), Lima, Peru}	Recent intensification of Amazon flooding extremes driven by strengthened Walker circulation	2
