"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9GQXASAS","journalArticle","2015","Saide, P. E.; Spak, S. N.; Pierce, R. B.; Otkin, J. A.; Schaack, T. K.; Heidinger, A. K.; da Silva, A. M.; Kacenelenbogen, M.; Redemann, J.; Carmichael, G. R.","Central American biomass burning smoke can increase tornado severity in the U.S.: Smoke can increase tornado severity","Geophysical Research Letters","","00948276","10.1002/2014GL062826","http://doi.wiley.com/10.1002/2014GL062826","","2015-02-16","2018-04-12 13:28:56","2018-04-12 13:28:56","2017-03-20 18:43:08","956-965","","3","42","","","Central American biomass burning smoke can increase tornado severity in the U.S.","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FIBMTJ4N","journalArticle","2015","Weller, D. J.; Miranda, C. G.; Moreno, P. I.; Villa-Martínez, R.; Stern, C. R.","Tephrochronology of the southernmost Andean Southern Volcanic Zone, Chile","Bulletin of Volcanology","","0258-8900, 1432-0819","10.1007/s00445-015-0991-2","http://link.springer.com/10.1007/s00445-015-0991-2","","2015-12","2018-04-12 13:28:56","2018-04-12 13:28:56","2017-03-20 18:43:47","","","12","77","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MGPSTEL2","journalArticle","2016","Bisselink, B.; Zambrano-Bigiarini, M.; Burek, P.; de Roo, A.","Assessing the role of uncertain precipitation estimates on the robustness of hydrological model parameters under highly variable climate conditions","Journal of Hydrology: Regional Studies","","2214-5818","10.1016/j.ejrh.2016.09.003","http://www.sciencedirect.com/science/article/pii/S2214581816300817","Study region Four headwaters in Southern Africa. Study focus The streamflow regimes in Southern Africa are amongst the most variable in the world. The corresponding differences in streamflow bias and variability allowed us to analyze the behavior and robustness of the LISFLOOD hydrological model parameters. A differential split-sample test is used for calibration using seven satellite-based rainfall estimates, in order to assess the robustness of model parameters. Robust model parameters are of high importance when they have to be transferred both in time and space. For calibration, the modified Kling-Gupta statistic was used, which allowed us to differentiate the contribution of the correlation, bias and variability between the simulated and observed streamflow. New hydrological insights Results indicate large discrepancies in terms of the linear correlation (r), bias (β) and variability (γ) between the observed and simulated streamflows when using different precipitation estimates as model input. The best model performance was obtained with products which ingest gauge data for bias correction. However, catchment behavior was difficult to be captured using a single parameter set and to obtain a single robust parameter set for each catchment, which indicate that transposing model parameters should be carried out with caution. Model parameters depend on the precipitation characteristics of the calibration period and should therefore only be used in target periods with similar precipitation characteristics (wet/dry).","2016-12","2018-04-12 13:28:56","2018-04-12 13:28:56","2016-10-04 15:05:25","112-129","","","8","","Journal of Hydrology: Regional Studies","","","","","","","","","","","","","ScienceDirect","","","","","","Dinámica del Clima","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HLKWH2LE","journalArticle","2017","Borquéz González, Roxana","Interfaz ciencia-políticas públicas en Chile: una mirada a la investigación en cambio climático","Revista Colombiana de Sociología","","2256-5485, 0120-159X","10.15446/rcs.v40n2.66402","https://revistas.unal.edu.co/index.php/recs/article/view/66402","En las últimas décadas, se han observado importantes cambios en torno a la relación entre la ciencia y la sociedad. Se ha transitado de un paradigma basado en que la ciencia está transformando la sociedad a otro que abre a la posibilidad de que la sociedad transforme la ciencia. El aporte de la esfera científica, al igual que el brindado por cada uno de los actores sociales, es fundamental para apoyar la toma de decisiones en política pública. Así lo ha demostrado el Panel Intergubernamental de Expertos sobre Cambio Climático (IPCC), que ha jugado un rol clave en la toma de acciones de la comunidad internacional. Sin embargo, la relación entre ciencia y política no ha sido suficientemente fluida en Chile. El objetivo del estudio fue identificar y analizar, a través de motodología cualitativa de carácter exploratorio, las brechas y los facilitadores de la relación entre investigadores del campo de las ciencias naturales y las políticas públicas en Chile, con énfasis en el área del cambio climático. Esto permitió analizar la estructura y la dinámica de incentivos a la actividad de las esferas científica y pública, y los mecanismos de comunicación y coordinaci;ón existentes entre ellas. Así, se identificaron ocho brechas y dos facilitadores. Resaltan el bajo interés de la esfera científica en realizar ""asesorías"" solicitadas por servicios públicos que generan poíticas públicas, la falta de incentivos o exigencias académicas para simplificar contenidos, así como la falta de comunicación y de interacción regular que generan una diferencia entre lo que la esfera político-administrativa espera de los científicos y la forma en que estos últimos ven como efectiva y útil su participación. Además, se observaron fallas de coordinación entre quien financia la investigación y quien genera la política pública. Los resultados también muestran que las brechas entre las esferas no se recducen únicamente al campo del cambio climático, sino que se deben también a la manera como están conformadas las estructuras científicas y políticas de Chile.","2017-07-01","2018-04-12 13:28:55","2018-11-12 12:57:45","2017-10-24 17:24:18","311-332","","2","Dim","","","Interfaz ciencia-políticas públicas en Chile","","","","","","","","","","","","CrossRef","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo en revista científica/2017/Borquéz González_2017_Interfaz ciencia-políticas públicas en Chile.pdf","","Gobernanza e Interfaz Ciencia y Política","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FLNFSYX5","journalArticle","2017","Frame, Caitlin H.; Lau, Evan; Nolan, E. Joseph IV; Goepfert, Tyler J.; Lehmann, Moritz F.","Acidification Enhances Hybrid N2O Production Associated with Aquatic Ammonia-Oxidizing Microorganisms","Frontiers in Microbiology","","1664-302X","10.3389/fmicb.2016.02104","http://journal.frontiersin.org/article/10.3389/fmicb.2016.02104/abstract","Ammonia-oxidizing microorganisms are an important source of the greenhouse gas nitrous oxide (N2O) in aquatic environments. Identifying the impact of pH on N2O production by ammonia oxidizers is key to understanding how aquatic greenhouse gas fluxes will respond to naturally occurring pH changes, as well as acidification driven by anthropogenic CO2. We assessed N2O production rates and formation mechanisms by communities of ammonia-oxidizing bacteria (AOB) and archaea (AOA) in a lake and a marine environment, using incubation-based nitrogen (N) stable isotope tracer methods with 15N-labeled ammonium (15NH4+) and nitrite (15NO2-), and also measurements of the natural abundance N and O isotopic composition of dissolved N2O. N2O production during incubations of water from the shallow hypolimnion of Lake Lugano (Switzerland) was significantly higher when the pH was reduced from 7.54 (untreated pH) to 7.20 (reduced pH), while ammonia oxidation rates were similar between treatments. In all incubations, added NH4+ was the source of most of the N incorporated into N2O, suggesting that the main N2O production pathway involved hydroxylamine (NH2OH) and/or NO2- produced by ammonia oxidation during the incubation period. A small but significant amount of N derived from exogenous/added 15NO2- was also incorporated into N2O, but only during the reduced-pH incubations. Mass spectra of this N2O revealed that NH4+ and 15NO2- each contributed N equally to N2O by a ‘hybrid-N2O’ mechanism consistent with a reaction between NH2OH and NO2-. Nitrifier denitrification was not an important source of N2O. Isotopomeric N2O analyses in Lake Lugano were consistent with incubation results, as 15N enrichment of the internal N versus external N atoms produced site preferences (25.0‰ to 34.4‰) consistent with NH2OH-dependent hybrid-N2O production. Hybrid-N2O formation was also observed during incubations of seawater from coastal Namibia with 15NH4+ and NO2-. However, the site preference of dissolved N2O here was low (4.9‰), indicating another mechanism, not captured during the incubations, was important. Multiplex sequencing of 16S rRNA revealed distinct ammonia oxidizer communities: AOB dominated numerically in Lake Lugano, and AOA dominated in the seawater. Potential for hybrid N2O formation exists among both communities, and at least in AOB-dominated environments, acidification may accelerate this mechanism.","2017","2018-04-12 13:28:55","2018-04-12 13:28:55","2017-03-01 15:05:40","","","","7","","Front. Microbiol.","","","","","","","","English","","","","","Frontiers","","","","","","Biogeoquímica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22ZMT8Z5","bookSection","2016","Little, C.; Zambrano-Bigiarini, M.; Benitez, S.; Rivera, A.","Aguas Continentales","Informe País: Estado del medio ambiente en Chile. Comparación 1999-2015","978-956-19-0994-6","","","http://www.uchile.cl/publicaciones/129607/informe-pais-estado-del-medio-ambiente-en-chile-1999-2015","This chapter (written in Spanish) performs a comparative analysis of the observed changes in the status, pressures and responses of inland waters and glaciers in Chile between 1999 and 2015. To this end, relevant issues are incorporated in the evolution of the three aspects mentioned above, including the distribution of the resources, its natural variability and possible effects of climate change (status); changes in water use and quality (pressure), and institutional and normative elements (response).","2016","2018-04-12 13:28:55","2018-04-12 13:28:55","2017-06-01 20:39:10","115-166","","","","","","","","","","","Centro de Análisis de Políticas Públicas del Instituto de Asuntos Públicos de la Universidad de Chile","Santiago, Chile","spa","","","","","","","","","/home/nvaldebenito/Zotero/storage/FZGMXUCI/little_et_al_2016_aguas_continentales.pdf","","Servicios Ecosistémicos; Dinámica del Clima","","Gligo, N.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ETTIAXLH","journalArticle","2016","Reid, Philip C.; Hari, Renata E.; Beaugrand, Grégory; Livingstone, David M.; Marty, Christoph; Straile, Dietmar; Barichivich, Jonathan; Goberville, Eric; Adrian, Rita; Aono, Yasuyuki; Brown, Ross; Foster, James; Groisman, Pavel; Hélaouët, Pierre; Hsu, Huang-Hsiung; Kirby, Richard; Knight, Jeff; Kraberg, Alexandra; Li, Jianping; Lo, Tzu-Ting; Myneni, Ranga B.; North, Ryan P.; Pounds, J. Alan; Sparks, Tim; Stübi, René; Tian, Yongjun; Wiltshire, Karen H.; Xiao, Dong; Zhu, Zaichun","Global impacts of the 1980s regime shift","Global Change Biology","","1365-2486","10.1111/gcb.13106","http://onlinelibrary.wiley.com/doi/10.1111/gcb.13106/abstract","Despite evidence from a number of Earth systems that abrupt temporal changes known as regime shifts are important, their nature, scale and mechanisms remain poorly documented and understood. Applying principal component analysis, change-point analysis and a sequential t-test analysis of regime shifts to 72 time series, we confirm that the 1980s regime shift represented a major change in the Earth's biophysical systems from the upper atmosphere to the depths of the ocean and from the Arctic to the Antarctic, and occurred at slightly different times around the world. Using historical climate model simulations from the Coupled Model Intercomparison Project Phase 5 (CMIP5) and statistical modelling of historical temperatures, we then demonstrate that this event was triggered by rapid global warming from anthropogenic plus natural forcing, the latter associated with the recovery from the El Chichón volcanic eruption. The shift in temperature that occurred at this time is hypothesized as the main forcing for a cascade of abrupt environmental changes. Within the context of the last century or more, the 1980s event was unique in terms of its global scope and scale; our observed consequences imply that if unavoidable natural events such as major volcanic eruptions interact with anthropogenic warming unforeseen multiplier effects may occur.","2016-02-01","2018-04-12 13:28:55","2018-04-12 13:28:55","2017-01-31 20:49:18","682-703","","2","22","","Glob Change Biol","","","","","","","","en","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X7MPGX8S","journalArticle","2015","Mujica, María Isabel; Latorre, Claudio; Maldonado, Antonio; González-Silvestre, Leticia; Pinto, Raquel; de Pol-Holz, Ricardo; Santoro, Calogero M.","Late Quaternary climate change, relict populations and present-day refugia in the northern Atacama Desert: a case study from Quebrada La Higuera (18° S)","Journal of Biogeography","","03050270","10.1111/jbi.12383","http://doi.wiley.com/10.1111/jbi.12383","","2015-01","2018-04-12 13:28:54","2018-04-12 13:28:54","2017-03-20 17:39:45","76-88","","1","42","","","Late Quaternary climate change, relict populations and present-day refugia in the northern Atacama Desert","","","","","","","en","","","","","CrossRef","","","","","","Biogeoquímica","","Bush, Mark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8TPJWZ3","bookSection","2016","Lazzarino, Silvia; Otero, Sofia; Pohl, Nelida; Tondreau, Nicole","Comunica tu Ciencia","Simposio de Comunicación Científica. Comunicación científica como profesión, formación, responsabilidades y roles","978-9968-9695-5-0","","","http://investiga.uned.ac.cr/simposiopcstcr/wp-content/uploads/sites/22/2015/11/Dossier-Simposio-PCST-Costa-Rica.pdf","Dentro de los indicadores de desempeño de la investigación científica en Chile, la divulgación ocupa una lugar cada vez más importante. Ante esta necesidad de comunicación, se ofreció en 2015 el taller «Comunica tu ciencia» dirigido a estudiantes de postgrado de diversos centros de investigación y que consistió en una jornada teórico-práctica donde se revisaron conceptos de comunicación científica, el funcionamiento de los medios de comunicación y el estado de la divulgación realizada por científicos en Chile. Al finalizar el taller, los estudiantes presentaron proyectos diseñados a través de la metodología design thinking y participaron de un entrenamiento de vocería.","2016-09-28","2018-04-12 13:28:54","2018-04-12 13:28:54","","258-261","","","","","","","","","","","Vicerrectoría de Investigación, Universidad Estatal a Distancia","San José, Costa Rica","","","","","","","","","","/home/nvaldebenito/Zotero/storage/9N3M4XSI/lazzarino_et_al_2016_comunica_tu_ciencia.pdf","","Transversal","","Umaña, A.; León, A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6C5Z3NW","journalArticle","2014","Caniupán, Magaly; Lamy, Frank; Lange, Carina B.; Kaiser, Jérôme; Kilian, Rolf; Arz, Helge W.; León, Tania; Mollenhauer, Gesine; Sandoval, Susana; De Pol-Holz, Ricardo; Pantoja, Silvio; Wellner, Julia; Tiedemann, Ralf","Holocene sea-surface temperature variability in the Chilean fjord region","Quaternary Research","","0033-5894, 1096-0287","10.1016/j.yqres.2014.07.009","https://www.cambridge.org/core/product/identifier/S0033589400000739/type/journal_article","","2014-09","2018-04-12 13:28:54","2018-04-12 13:28:54","2017-03-20 17:40:00","342-353","","02","82","","","","","","","","","","en","","","","","CrossRef","","","","","","Biogeoquímica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W3D5PRBS","bookSection","2014","Urquiza, Anahi","Resiliencia y adaptación en sistemas organizacionales","La Organización de las Organizaciones Sociales: aplicaciones desde perspectivas sistemicas.","978-956-01-0098-6 978-1-4135-5878-4","","","http://www.digitaliapublishing.com/a/29852/","Las organizaciones como un sistema social. Esa es la premisa bajo la cual el libro nos presenta una acabada revisión de 19 ensayos de destacados académicos y especialistas, que tratan sobre las organizaciones sociales, cómo se originan y por qué, cómo funcionan internamente, las atribuciones que han tomando y se les han otorgado, la proyección de ellas en la sociedad, sus nexos con grupos específicos y los problemas que deben enfrentar, entre otros tópicos. Los autores nos invitan a desmenuzar las organizaciones sociales y la influencia que tienen en nuestras vidas, determinando el actuar social y valórico. Una necesaria revisión que nos acerca a entender la importancia de contar con ellas, de conocerlas, y de comprender el lugar que se les atribuye para conducir nuestros propios intereses y necesidades.","2014","2018-04-12 13:28:54","2018-04-12 13:28:54","2017-03-23 18:41:22","171-187","","","","","","","","","","","RIL EDITORES","Santiago, Chile","Spanish","","","","","Open WorldCat","","OCLC: 969865770","","","","Dimensión Humana","","Cadenas, H.; Arnoldo, M.; Urquiza, A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SF9HUQLW","journalArticle","2016","Sánchez-Martínez, Gabriel E.; Munizaga, Marcela","Workshop 5 report: Harnessing big data","Research in Transportation Economics","","0739-8859","10.1016/j.retrec.2016.10.008","https://www.sciencedirect.com/science/article/pii/S0739885916301494","A group of researchers, consultants, software developers, and transit agencies convened in Santiago, Chile over 3 days as part of the Thredbo workshop titled “Harnessing Big Data”, to present their recent research and discuss the state of practice, state of the art, and future directions of big data in public transportation. This report documents their discussion. The key conclusion of the workshop is that, although much progress has been made in utilizing big data to improve transportation planning and operations, much remains to be done, both in terms of developing further analysis tools and use cases of big data, and of disseminating best practices so that they are adopted across the industry.","2016-11","2018-04-12 13:28:53","2018-04-12 13:28:53","2017-01-27 15:16:01","236-241","","","59","","Research in Transportation Economics","Workshop 5 report","","","","","","","","","","","","ScienceDirect","","","","","","Modelación y Sistemas de Observación","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GGQ8FNE8","journalArticle","2015","Toledo, Camila; Muñoz, Enrique; Zambrano-Bigiarini, Mauricio","Comparison of Stationary and Dynamic Conceptual Models in a Mountainous and Data-Sparse Catchment in the South-Central Chilean Andes","Advances in Meteorology","","1687-9309, 1687-9317","10.1155/2015/526158","http://www.hindawi.com/journals/amete/2015/526158/","","2015","2018-04-12 13:28:53","2018-04-12 13:28:53","2017-03-20 18:43:36","1-14","","","2015","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SFHM3HFR","journalArticle","2016","Sapiains, Rodolfo; Beeton, Robert J. S.; Walker, Iain A.","Individual responses to climate change: Framing effects on pro-environmental behaviors","Journal of Applied Social Psychology","","1559-1816","10.1111/jasp.12378","http://onlinelibrary.wiley.com/doi/10.1111/jasp.12378/abstract","Promoting effective responses to climate change, especially among people who reject its anthropogenic causes, has been challenging. Following a qualitative study, we experimentally induce one of four frames of reference (identity, biodiversity conservation, economic prosperity, and climate change), and assess their effects on participants’ behavioral intentions using three scales (consumption-investment, consumption-reduction, and political participation). The sample (N = 156) included people who thought climate change is natural and those who thought it is human-induced. Results show a significant impact of the identity frame, relative to the climate-change frame, for both consumption scales, in the total sample, and among those who reject the anthropogenic causes. These results offer a way to address behavioral resistances associated with antagonistic views on climate change.","2016-08-01","2018-04-12 13:28:53","2018-04-12 13:28:53","2017-01-27 21:04:27","483-493","","8","46","","J Appl Soc Psychol","Individual responses to climate change","","","","","","","en","","","","","Wiley Online Library","","","","","","Dimensión Humana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U8L4YD5C","book","2014","","Ecología Forestal: Bases para un manejo sustentable de los Bosques Nativos","","978-956-9412-06-6","","","http://www.edicionesuach.cl/index.php/coleccion-patrimonio-institucional/22-ecologia-forestal-donoso-gonzalez-lara","Este libro constituye una revisión y actualización de la primera edición del libro Ecología Forestal escrito hace ya más de 30 años, así como de los antecedentes sobre estructura y dinámica de bosques entregados hace 20 años en el texto Bosques Templados de Chile y Argentina. Como acertadamente se señala en el prólogo, en el marco del modelo esencialmente economicista en que vivimos, esta sociedad no reconoce, en parte porque lo ignora, que el manejo de los bosques con una base ecológica es necesario. Debemos asegurar que eso sea así y no perder de vista la importancia de los ecosistemas forestales y la necesidad de su conservación. Creemos que el contenido de este libro puede colaborar con ese propósito. La diversidad de temas incorporados se expresa en 19 capítulos que se refieren, entre otros, a la historia del nacimiento y desarrollo de la Ecología Forestal en Chile; las aves, y mamíferos del bosque; cambio climático; hidrobiología; sucesión y dinámica de bosques y la influencia de disturbios en los bosques templados de Chile y Argentina; la silvicultura y manejo de ecosistemas forestales; el manejo integrado de cuencas; los servicios ecosistémicos de los bosques nativos; la ecología de paisajes, restauración e invasiones de plantas en ecosistemas forestales; y la gobernanza del sector forestal chileno, enfatizando las tensiones y conflictos entre las fuerzas de mercado y las demandas ciudadanas.","2014","2018-04-12 13:28:53","2018-04-12 13:28:53","","","730","","","","","","","","","","Marisa Cuneo Editores","Valdivia, Chile","","","","","","","","","","/home/nvaldebenito/Zotero/storage/ZKT5DFZ9/2014 _ Donoso et al. _ Ecología Forestal Bases para un manejo sustentabl.jpg; /home/nvaldebenito/Zotero/storage/Z45MJJPP/donoso_et_al_2014_et_al_ecologia_forestal.jpg","","Servicios Ecosistémicos","","Donoso, P. J.; Gonzalez, M. E.; Lara, A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W7SS3MYD","journalArticle","2017","Rondanelli, R.","¿Cómo llueve cuando llueve en Atacama ?","PRP “Generación de información y monitoreo del Fenómeno El Niño” - IGP","","","","http://intranet.igp.gob.pe/sysppr/results/result_66/Boletin_Tecnico_PPR_El_Nino_IGP_201703.pdf","Cerca de los 24°S y enfrentando la costa oriental de Sudamérica yace el desierto de Atacama, el más árido del planeta. El pueblo de Quillagua (21.6 6°S, 69 69°W), un oasis del Río Loa que nace en los Andes alimentando por la precipitación Altiplánica del verano, presenta la precipitación anual más pequeña de la que se tiene registro en el planeta (0.05 mm/ año, Middleton, 2001).","2017-03","2018-04-12 13:28:52","2018-04-12 13:28:52","","4-6","","3","4","","","","","","","","","","","","","","","","","","","/home/nvaldebenito/Zotero/storage/35SJSSN2/2017_Rondanelli_¿Cómo llueve cuando llueve en Atacama .pdf","","Biogeoquímica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGPVIIRV","journalArticle","2016","Vidal, Marcela A.; Ibáñez, Soledad; Moreno, Patricio I.; Poulin, Elie","Phylogeography of a Patagonian lizard and frog: Congruent signature of southern glacial refuges","Austral Ecology","","1442-9993","10.1111/aec.12325","http://onlinelibrary.wiley.com/doi/10.1111/aec.12325/abstract","Pleistocene glaciations produced significant increases in continental ice cover in polar and mid-latitude temperate areas, sea-level declines and shifts and reshuffling of biomes, all of which promote either isolation, coalescence or fragmentation in the distribution of land biota. If populations of several taxa have been co-distributed for a prolonged time, and if the periods between perturbation or vicariance processes have been more or less stable, it is expected that divergence patterns of closely related and ecologically similar species will be congruent because of their similar biological and demographic characteristics. Based on this premise, we analysed the phylogeographic structure (cytochrome b) of Liolaemus pictus and Batrachyla leptopus, two widely co-distributed lizard and frog species, respectively, in the Chiloé Archipelago of southern Chile, to decipher their genetic structure in response to a common climatic and environmental history. Haplotype network analysis and Bayesian inference suggest an evolutionary pattern of genetic diversity for the two species that is consistent with the Quaternary glacial history of southern Chile, and suggests a complex phylogeographic history in the Liolaemus and Batrachyla species. High-divergence levels among haplotypes in some island populations of the archipelago also suggest genetic connectivity between putative refuges from Chiloé Island and the mainland along the exposed continental shelf during sea level minima associated with the most recent Quaternary glaciations. Our results are consistent with our hypothesis that two species have responded to parallel historical events in which the historical process during the last glacial maximum (approximately 41°S) has been sufficient to influence their phylogeographic structure.","2016-01-01","2018-04-12 13:28:52","2018-04-12 13:28:52","2016-04-08 12:30:56","","","","","","Austral Ecology","Phylogeography of a Patagonian lizard and frog","","","","","","","en","© 2016 Ecological Society of Australia","","","","Wiley Online Library","","","","","","Dinámica del Clima","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AN4ENW7W","bookSection","2013","Díez, Beatriz; Ininbergs, Karolina","Ecological importance of cyanobacteria","Cyanobacteria: An Economic Perspective","978-1-118-40223-8 978-1-119-94127-9","","","http://doi.wiley.com/10.1002/9781118402238.ch3","Cyanobacteria inhabit all possible habitats, performing crucial ecological services. Cyanobacterial photopigments generate a great diversity in color. They exhibit several types of chromatic adaptation, regulated at transcriptional and postranscriptional levels. Though all cyanobacteria are fundamentally oxygenic photosynthetic organisms, some species can switch their metabolic mode to, for example, anoxygenic photosynthesis, using sulfide. Many cyanobacteria produce extracellular polysaccharide (EPS) sheaths, which act as a buffer zone between the cell and the environment, and contribute to desiccation tolerance. In nitrogen-limited photic environments (especially those lacking nitrate and ammonium), cyanobacteria are the main diazotrophic (nitrogen-fixing) organisms. The process of nitrogen fixation is catalyzed by the enzyme nitrogenase. Diazotrophic cyanobacteria have evolved several strategies with different degrees of complexity to protect their nitrogenase from oxygen, which is present in the surrounding medium and also produced intracellularly.","2013-11-30","2018-04-12 13:28:52","2018-04-12 13:28:52","2017-03-23 17:44:20","41-63","","","","","","","","","","","John Wiley & Sons, Ltd","Chichester, UK","en","","","","","CrossRef","","DOI: 10.1002/9781118402238.ch3","","/home/nvaldebenito/Zotero/storage/KEVZBKPP/diez_ininbergs_2013_ecological_importance_of_cyanobacteria.pdf","","Biogeoquímica","","Sharma, N. K.; Rai, A. K.; Stal, L. J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4GG2R7TE","conferencePaper","2018","Bastarrica, María Cecilia; Hitschfeld, Nancy; Samary, Maíra Marques; Simmonds, Jocelyn","Affirmative action for attracting women to STEM in chile","Proceedings of the 1st International Workshop on Gender Equality in Software Engineering  - GE '18","978-1-4503-5738-8","","10.1145/3195570.3195576","http://dl.acm.org/citation.cfm?doid=3195570.3195576","Women are currently almost half of the work force in Chile, but very few of them work in the software industry. In part, this is because there are strong cultural stereotypes about what careers are ""for men"" in Chile. This idea has been further cemented by the standardized admissions process used by Chilean universities, where female mathematics scores have historically been lower than that of their male peers. In order to break these stereotypes and attract more women into STEM careers, the Faculty of Mathematical and Physical Sciences at the University of Chile has created the Gender Equality Admissions Program (PEG, for its name in Spanish, Programa de Ingreso Prioritario de Equidad de Génera) in 2013. Under this program, 40 extra women are selected into the most competitive engineering and science program in the country. In the five years that the PEG has been in place, the number of women accepted into the engineering and science program has grown from 19% to more than 32%. Moreover, we have started to see an increase in the enrollment of female students in Software Engineering courses. This growth goes beyond the 40 new female students per year.","2018","2018-09-12 13:39:03","2018-09-25 15:04:23","2018-09-12 13:39:03","45-48","","","Part F137812","","","","","","","","ACM Press","Gothenburg, Sweden","en","","","","","Crossref","","","","","","Ciudades Resilientes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 1st International Workshop","","","","","","","","","","","","","","",""
"AHSLLHER","journalArticle","2018","Montedonico, Marcia; Herrera-Neira, Francisca; Marconi, Andrés; Urquiza, Anahí; Palma-Behnke, Rodrigo","Co-construction of energy solutions: Lessons learned from experiences in Chile","Energy Research & Social Science","","2214-6296","10.1016/j.erss.2018.08.004","https://linkinghub.elsevier.com/retrieve/pii/S2214629618308351","The Energy Center has developed a co-construction methodology to address the challenges of technology transfer-based on distributed generation projects- in the context of energy transitions in isolated locations. Based on the experiences developed between 2010 and 2017, this paper analyses the process of preparing the Co-construction methodology. New tools were identified under the light of a theoretical-methodological reflection and a new version of co-construction methodology is proposed from this discussion. This learning process combines academic research and applied projects. It has provided Energy Center with an improved set of tools for current projects, and also contributed to a theoretical-methodological discussion based on new research activities. The main problems of method faced are presented during interdisciplinary work, such as: common understanding of fundamental concepts (sustainability, participation, community); the domination of one discipline over the others; the different visions of the priorities within the same project. And those problems given by the participation process under the paradox of “framing-overflowing”, where the constraints of actual projects (deadlines, budget, and specific KPIs) could limit the possibility of performing in depth diagnostics and building trust. One of the main challenges identified is that an actual impact on the overall experience is only feasible if lessons can be translated into concrete products (best practices, guidelines, tools), so can be adopted by future project developers.","2018-08","2018-09-12 14:04:32","2018-09-12 14:28:09","2018-09-12 14:04:32","","","","inpress","","","Co-construction of energy solutions","","","","","","","en","","","","","Crossref","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo en revista científica/2018/Montedonico et al_2018_Co-construction of energy solutions.pdf","","Ciudades Resilientes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
