N;Funding Year;Report 4.5;Manual Tags;Research Lines;Publication Year;Author original;Author;File Attachments;Link Attachments;Manual Tags.1;Lines Collaboration;N.1;Title of publication;Journal;Volume;Pages;Year;CR2 ;Researchers;Principal Researchers;Full time Researchers;Associate Researchers;Adjoint Researchers;Postdoc.;Undergraduated Students;Graduated Students;FONDAP;FONDECYT;FONDEF;BASAL;ICM;OTHER (especify);ESPECIFY;Journal Name;ISSN;Name Check;Sub Category;Journal Rank;% Journal Rank;Is it top 10 in category;Journal Impact Factor;5 year Journal Impact Factor;Scimago Quartile;Copy for Cites Title;Copy for Cites DOI;DOI WOS;WOS Title;Total Citations 2017;Total Citations;Average per Year;c2012;c2013;c2014;c2015;c2016;c2017;c2018;c2019;c2020;c2021;c2022;DOI AFF;AFF Countries;AFF Institutions;TI WOS;Control doi diff;Int collaboration;Nat collab;N° collaboration national WOS;N° collaboration national SCOPUS;CR2;OTHER (specify)
285.0;2018;si;Agua y Extremos;Extremos;2018;Yáñez-Morroni, G., Gironás, J., Caneo, M., Delgado, R., Garreaud, R.;Yáñez-Morroni, G., Gironás, J., Caneo, M., Delgado, R., Garreaud, R.;;;Agua y Extremos;1.0;285.0;Using the Weather Research and Forecasting (WRF) Model for Precipitation Forecasting in an Andean Region with Complex Topography;Atmosphere;Vol.9 is.8;304;2018;1.0;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;20;0;0.0;0.0;0.0;80;-;Atmosphere;2073-4433;ATMOSPHERE-BASEL;Meteorology & Atmospheric Sciences;57/86;66,28%;0;1,704;1,775;1,775;Using the Weather Research and Forecasting (WRF) Model for Precipitation Forecasting in an Andean Region with Complex Topography;10.3390/atmos9080304;10.3390/atmos9080304;Using the Weather Research and Forecasting (WRF) Model for Precipitation Forecasting in an Andean Region with Complex Topography;;1;1;0;0;0;0;0;0;1;;;;;10.3390/atmos9080304;{Chile};"{Departamento de Ingeniería Hidráulica y Ambiental, Pontificia Universidad Católica de Chile, Vicuña Mackenna 4860, Macul, Santiago, 7820436, Chile; Centro de Investigación para la Gestión Integrada de Desastres Naturales (CIGIDEN), Centro de Desarrollo Urbano Sustentable (CEDEUS), Centro Interdisciplinario de Cambio Global UC (CCG-UC), Vicuña Mackenna 4860, Macul, Santiago, 7820436, Chile; Dirección Meteorológica de Chile (DMC), Portales 3450, Estación Central, Santiago, 9170018, Chile; Departamento de Geofísica, Centro de Ciencia del Clima y la Resiliencia, Universidad de Chile, Blanco Encalada 2002, Santiago Centro, Santiago, 8370449, Chile}";Using the Weather Research and Forecasting (WRF) model for precipitation forecasting in an Andean region with complex topography;TRUE;0;1;4;4;;
286.0;2018;si;Zonas Costeras;Costas;2018;Yevenes, MA., Figueroa, R., Parra., O;Yevenes, MA., Figueroa, R., Parra., O;;;Zonas Costeras;1.0;286.0;Seasonal drought effects on the water quality of the Biobío River, Central Chile;Environmental Science and Pollution Research;Vol.25 is.14;13844-13856;2018;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;30;40;0.0;0.0;0.0;30;fondap/conicyt 15130015;Environmental Science and Pollution Research;0944-1344;ENVIRON SCI POLLUT R;Environmental Sciences;82/241;34,02%;0;2,8;2,989;2,989;Seasonal drought effects on the water quality of the Biobío River, Central Chile;10.1007/s11356-018-1415-6;10.1007/s11356-018-1415-6;Seasonal drought effects on the water quality of the Biobio River, Central Chile;;0;0;0;0;0;0;0;0;0;;;;;10.1007/s11356-018-1415-6;{Chile};"{Departamento de Recursos Hídricos. Facultad de Ingeniería Agrícola, Universidad de Concepción, Sede Chillán, Chile; Centro de Ciencia del Clima y la Resiliencia (CR)2, Concepción, Chile; Centro de Recursos Hídricos para la Agricultura y la Mineria (CRHIAM), Concepción, Chile; Facultad de Ciencias Ambientales, Centro de Ciencias Ambientales EULA, Universidad de Concepción, Sede Chillán, Chile}";Seasonal drought effects on the water quality of the Biobío River, Central Chile;TRUE;0;1;4;4;;
287.0;2018;si;Ciudades Resilientes;Ciudades;2018;Urquiza A., Amigo C., Billi M., Espinosa P.;Urquiza A., Amigo C., Billi M., Espinosa P.;;;Ciudades Resilientes;1.0;287.0;Participatory Energy Transitions as Boundary Objects: The Case of Chile's Energía2050;Frontiers in Energy Research;Vol.6;;2018;3.0;1;0.0;0.0;1.0;0.0;0.0;0.0;2.0;70;0;0.0;0.0;0.0;30;Fondo de Fortalecimiento de Productividad y Continuidad en Investigación (FPCI), Facultad de Ciencias Sociales, Universidad de Chile;Frontiers in Energy Research;2296-598X;ESCI – ISI;;;;;;;;Participatory Energy Transitions as Boundary Objects: The Case of Chile's Energía2050;10.3389/fenrg.2018.00134;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
288.0;2019;no;Agua y Extremos, Ciudades Resilientes, Gobernanza e Interfaz entre Ciencia y Política;Extremos, Ciudades, Gobernanza;2018;Boisier, J.P., Alvarez-Garreton, C., Cordero, R.R., Damiani, A., Gallardo, L., Garreaud, R.D., Lambert, F., Ramallo, C., Rojas, M., Rondanelli, R.;Boisier, J.P., Alvarez-Garreton, C., Cordero, R.R., Damiani, A., Gallardo, L., Garreaud, R.D., Lambert, F., Ramallo, C., Rojas, M., Rondanelli, R.;;;Agua y Extremos, Ciudades Resilientes, Gobernanza e Interfaz entre Ciencia y Política;3.0;288.0;Anthropogenic drying in central-southern Chile evidenced by long-term observations and climate model simulations;Elementa: Science of the Anthropocene;Vol.6 is.1;74;2018;7.0;6;2.0;1.0;3.0;0.0;1.0;0.0;0.0;50;50;0.0;0.0;0.0;0;-;Elementa: Science of the Anthropocene;2325-1026;ELEMENTA-SCI ANTHROP;Meteorology & Atmospheric Sciences;27/86;31,4%;0;2,838;0;0;Anthropogenic drying in central-southern Chile evidenced by long-term observations and climate model simulations;10.1525/elementa.328;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
289.0;2019;no;Agua y Extremos, Ciudades Resilientes, Gobernanza e Interfaz entre Ciencia y Política, Transversal;Extremos, Ciudades, Gobernanza, Transversal;2019;Barría, P., Rojas, M., Moraga, P., Muñoz, A., Bozkurt, D., Alvarez-Garreton, C.;Barría, P., Rojas, M., Moraga, P., Muñoz, A., Bozkurt, D., Alvarez-Garreton, C.;;;Agua y Extremos, Ciudades Resilientes, Gobernanza e Interfaz entre Ciencia y Política, Transversal;4.0;289.0;Anthropocene and streamflow: Long-term perspective of streamflow variability and water rights;Elementa: Science of the Anthropocene;Vol.7 is.1;2;2019;5.0;4;1.0;1.0;1.0;1.0;1.0;0.0;0.0;70;10;0.0;0.0;0.0;20;-;Elementa: Science of the Anthropocene;2325-1026;ELEMENTA-SCI ANTHROP;Meteorology & Atmospheric Sciences;27/86;31,4%;0;2,838;0;0;Anthropocene and streamflow: Long-term perspective of streamflow variability and water rights;10.1525/elementa.340;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
290.0;2019;no;Transversal;Transversal;2018;Sen O.L., Ezber Y., Bozkurt D.;Sen O.L., Ezber Y., Bozkurt D.;;;Transversal;1.0;290.0;Euro-Mediterranean climate variability in boreal winter: a potential role of the East Asian trough;Climate Dynamics;;;2018;1.0;1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;Climate Dynamics;0930-7575;CLIM DYNAM;Meteorology & Atmospheric Sciences;15/86;17,44%;0;3,774;4,563;4,563;Euro-Mediterranean climate variability in boreal winter: a potential role of the East Asian trough;10.1007/s00382-018-4573-9;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
291.0;2019;no;Agua y Extremos, Cambio de Uso de Suelo ;Agua, Suelo;2019;Chávez, R.O., Moreira-Munoz, A., Galleguillos, M., Olea, M., Aguayo, J., Latín, A., Aguilera-Betti, I., Muñoz, A. A., Manriquez, H.;Chávez, R.O., Moreira-Munoz, A., Galleguillos, M., Olea, M., Aguayo, J., Latín, A., Aguilera-Betti, I., Muñoz, A. A., Manriquez, H.;;;Agua y Extremos, Cambio de Uso de Suelo;2.0;291.0;GIMMS NDVI time series reveal the extent, duration, and intensity of “blooming desert” events in the hyper-arid Atacama Desert, Northern Chile;International Journal of Applied Earth Observation and Geoinformation;Vol.76;193-203;2019;2.0;2;0.0;0.0;1.0;1.0;0.0;0.0;0.0;;;;;;;;International Journal of Applied Earth Observation and Geoinformation;0303-2434;0;0;0;0%;0;0;0;0;GIMMS NDVI time series reveal the extent, duration, and intensity of “blooming desert” events in the hyper-arid Atacama Desert, Northern Chile;10.1016/j.jag.2018.11.013;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
292.0;2019;no;Cambio de Uso de Suelo;Suelo;2018;Fontúrbel F.E., Lara A., Lobos D., Little C.;Fontúrbel F.E., Lara A., Lobos D., Little C.;;;Cambio de Uso de Suelo;1.0;292.0;The cascade impacts of climate change could threaten key ecological interactions;Ecosphere;Vol.9 is.12;e02485;2018;2.0;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;;;;;;;;Ecosphere;2150-8925;ECOSPHERE;Ecology;55/158;34,81%;0;2,671;3,007;3,007;The cascade impacts of climate change could threaten key ecological interactions;10.1002/ecs2.2485;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
293.0;2019;no;Ciudades Resilientes;Ciudades;2019;Yang, M., Fleming, Z. L.;Yang, M., Fleming, Z. L.;;;Ciudades Resilientes;1.0;293.0;Estimation of atmospheric total organic carbon (TOC) – paving the path towards carbon budget closure;Atmospheric Chemistry and Physics;Vol.19 is.1;459-471;2019;1.0;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;100;NERC (Reino Unido);Atmospheric Chemistry and Physics;1680-7324;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;Estimation of atmospheric total organic carbon (TOC) – paving the path towards carbon budget closure;10.5194/acp-19-459-2019;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
294.0;2019;no;Ciudades Resilientes;Ciudades;2019;Pfeiffer, M., Latorre, C., Gayo, E., Amundson, R.;Pfeiffer, M., Latorre, C., Gayo, E., Amundson, R.;;;Ciudades Resilientes;1.0;294.0;Rare calcium chloride–rich soil and implications for the existence of liquid water in a hyperarid environment;Geology;Vol. 47 is.2;163-166;2019;1.0;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;;;;;;;Geology;0091-7613;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;Rare calcium chloride–rich soil and implications for the existence of liquid water in a hyperarid environment;10.1130/G45642.1;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
295.0;2019;no;Cambio de Uso de Suelo;Suelo;2019;Merino-Campos, V., De Pol-Holz, R., Southon, J., Latorre, C., Collado-Fabbri, S.;Merino-Campos, V., De Pol-Holz, R., Southon, J., Latorre, C., Collado-Fabbri, S.;;;Cambio de Uso de Suelo;1.0;295.0;Marine Radiocarbon Reservoir Age Along the Chilean Continental Margin;Radiocarbon;Vol. 61 is.1;195-210;2019;1.0;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;;;;;;;Radiocarbon;0033-8222;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;Marine Radiocarbon Reservoir Age Along the Chilean Continental Margin;10.1017/RDC.2018.81;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
296.0;2019;no;Cambio de Uso de Suelo;Suelo;2019;Rey Benayas, J. M., Altamirano, A., Miranda, A., Catalán, G., Prado, M., Lisón, F., Bullock, J. M.;Rey Benayas, J. M., Altamirano, A., Miranda, A., Catalán, G., Prado, M., Lisón, F., Bullock, J. M.;;;Cambio de Uso de Suelo;1.0;296.0;Landscape restoration in a mixed agricultural-forest catchment: Planning a buffer strip and hedgerow network in a Chilean biodiversity hotspot;Ambio;In press;;2019;1.0;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;;;;;;;;Ambio;0044-7447;AMBIO;Environmental Sciences;58/241;24,07%;0;3,616;3,88;3,88;Landscape restoration in a mixed agricultural-forest catchment: Planning a buffer strip and hedgerow network in a Chilean biodiversity hotspot;10.1007/s13280-019-01149-2;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
297.0;2019;no;Ciudades Resilientes, Gobernanza e Interfaz entre Ciencia y Política;Ciudades, Gobernanza;2019;Billi M., Blanco G., Urquiza A.;Billi M., Blanco G., Urquiza A.;;;Ciudades Resilientes, Gobernanza e Interfaz entre Ciencia y Política;2.0;297.0;What is the ‘Social’ in Climate Change Research? A Case Study on Scientific Representations from Chile;Minerva;In press;;2019;0.0;0;;;;;;;;;;;;;;;Minerva;0026-4695;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;What is the ‘Social’ in Climate Change Research? A Case Study on Scientific Representations from Chile;10.1007/s11024-019-09369-2;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
298.0;2019;no;Cambio de Uso de Suelo;Suelo;2019;Manuschevich D., Sarricolea P., Galleguillos M.;Manuschevich D., Sarricolea P., Galleguillos M.;;;Cambio de Uso de Suelo;1.0;298.0;Integrating socio-ecological dynamics into land use policy outcomes: A spatial scenario approach for native forest conservation in south-central Chile;Land Use Policy;Vol.84;31-42;2019;0.0;0;;;;;;;;;;;;;;;Land Use Policy;0264-8377;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;Integrating socio-ecological dynamics into land use policy outcomes: A spatial scenario approach for native forest conservation in south-central Chile;10.1016/j.landusepol.2019.01.042;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
299.0;2019;no;Gobernanza e Interfaz entre Ciencia y Política;Gobernanza;2019;Ortega C., Vargas G., Rojas M., Rutllant J.A., Muñoz P., Lange C.B., Pantoja S., Dezileau L., Ortlieb L.;Ortega C., Vargas G., Rojas M., Rutllant J.A., Muñoz P., Lange C.B., Pantoja S., Dezileau L., Ortlieb L.;;;Gobernanza e Interfaz entre Ciencia y Política;1.0;299.0;Extreme ENSO-driven torrential rainfalls at the southern edge of the Atacama Desert during the Late Holocene and their projection into the 21th century;Global and Planetary Change;Vol.175 ;226-237;2019;0.0;0;;;;;;;;;;;;;;;Global and Planetary Change;0921-8181;GLOBAL PLANET CHANGE;Geosciences, Multidisciplinary;20/189;10,58%;0;3,982;4,442;4,442;Extreme ENSO-driven torrential rainfalls at the southern edge of the Atacama Desert during the Late Holocene and their projection into the 21th century;10.1016/j.gloplacha.2019.02.011;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
300.0;2019;no;Zonas Costeras;Costas;2019;Yevenes M.A., Lagos N.A., Farías L., Vargas C.A.;Yevenes M.A., Lagos N.A., Farías L., Vargas C.A.;;;Zonas Costeras;1.0;300.0;Greenhouse gases, nutrients and the carbonate system in the Reloncaví Fjord (Northern Chilean Patagonia): Implications on aquaculture of the mussel, Mytilus chilensis, during an episodic volcanic eruption;Science of The Total Environment;Vol.669;49-61;2019;0.0;0;;;;;;;;;;;;;;;Science of the Total Environment;0048-9697;SCI TOTAL ENVIRON;Environmental Sciences;27/241;11,2%;0;4,61;4,984;4,984;Greenhouse gases, nutrients and the carbonate system in the Reloncaví Fjord (Northern Chilean Patagonia): Implications on aquaculture of the mussel, Mytilus chilensis, during an episodic volcanic eruption;10.1016/j.scitotenv.2019.03.037;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
301.0;2019;no;Ciudades Resilientes, Zonas Costeras;Ciudades, Costas;2019;Rowe P.M., Cordero R.R., Warren S.G., Stewart E., Doherty S.J., Pankow A., Schrempf M., Casassa G., Carrasco J., Pizarro J., MacDonell S., Damiani A., Lambert F., Rondanelli R., Huneeus N., Fernandoy F., Neshyba S.;Rowe P.M., Cordero R.R., Warren S.G., Stewart E., Doherty S.J., Pankow A., Schrempf M., Casassa G., Carrasco J., Pizarro J., MacDonell S., Damiani A., Lambert F., Rondanelli R., Huneeus N., Fernandoy F., Neshyba S.;;;Ciudades Resilientes, Zonas Costeras;2.0;301.0;Black carbon and other light-absorbing impurities in snow in the Chilean Andes;Scientific Reports;Vol.9 is1;4008;2019;0.0;0;;;;;;;;;;;;;;;Scientific Reports;2045-2322;SCI REP-UK;Multidisciplinary Sciences;12/64;18,75%;0;4,122;4,609;4,609;Black carbon and other light-absorbing impurities in snow in the Chilean Andes;10.1038/s41598-019-39312-0;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
302.0;2019;no;Zonas Costeras, Agua y Extremos, Transversal;Costas, Agua, Transversal;2019;Rondanelli, R., Harchett, B., Rutllant, J., Bozkurt, D., Garreaud, R.;Rondanelli, R., Harchett, B., Rutllant, J., Bozkurt, D., Garreaud, R.;;;Zonas Costeras, Agua y Extremos, Transversal;3.0;302.0;Strongest MJO on Record Triggers Extreme Atacama Rainfall and Warmth in Antarctica;Geophysical Research Letters;;;2019;0.0;0;;;;;;;;;;;;;;;Geophysical Research Letters;0094-8276;GEOPHYS RES LETT;Geosciences, Multidisciplinary;11/189;5,82%;1;4,339;4,692;4,692;Strongest MJO on Record Triggers Extreme Atacama Rainfall and Warmth in Antarctica;10.1029/2018GL081475;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
303.0;2019;no;Cambio de Uso de Suelo;Suelo;2019;Soto, L., Galleguillos, M., Seguel, O., Sotomayor, B., Lara, A.;Soto, L., Galleguillos, M., Seguel, O., Sotomayor, B., Lara, A.;;;Cambio de Uso de Suelo;1.0;303.0;Assessment of soil physical properties' statuses under different land covers within a landscape dominated by exotic industrial tree plantations in south-central Chile;Journal of Soil and Water Conservation;Vol.74 is.1;12-23;2019;0.0;0;;;;;;;;;;;;;;;Journal of Soil and Water Conservation;0022-4561;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;Assessment of soil physical properties' statuses under different land covers within a landscape dominated by exotic industrial tree plantations in south-central Chile;10.2489/jswc.74.1.12;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
304.0;2019;no;Cambio de Uso de Suelo;Suelo;2019;Tejo, C.F., Fontúrbel, F.E.;Tejo, C.F., Fontúrbel, F.E.;;;Cambio de Uso de Suelo;1.0;304.0;A vertical forest within the forest: millenary trees from the Valdivian rainforest as biodiversity hubs;Ecology;;e02584;2019;0.0;0;;;;;;;;;;;;;;;Ecology;0012-9658;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;A vertical forest within the forest: millenary trees from the Valdivian rainforest as biodiversity hubs;10.1002/ecy.2584;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
305.0;2019;no;Gobernanza e Interfaz entre Ciencia y Política;Gobernanza;2019;Tobasura, D., Gurri, F., Blanco, G., Schmook, B.;Tobasura, D., Gurri, F., Blanco, G., Schmook, B.;;;Gobernanza e Interfaz entre Ciencia y Política;1.0;305.0;Enredando bosques y comunidades: territorialización de REDD+ en el ejido Felipe Carrillo Puerto, México;Cuadernos de Desarrollo Rural;Vol.15 is.81;1-18;2019;0.0;0;;;;;;;;;;;;;;;Cuadernos de Desarrollo Rural;0122-1450;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;Enredando bosques y comunidades: territorialización de REDD+ en el ejido Felipe Carrillo Puerto, México;10.11144/Javeriana.cdr15-81.ebct;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;
;2019;no;Zonas Costeras;;2019;"Yevenes, Mariela A.; Lagos, Nelson A.; Farías, Laura; Vargas, Cristian A.";"Yevenes, Mariela A.; Lagos, Nelson A.; Farías, Laura; Vargas, Cristian A.";;;Zonas Costeras;;;Greenhouse gases, nutrients and the carbonate system in the Reloncaví Fjord (Northern Chilean Patagonia): Implications on aquaculture of the mussel, Mytilus chilensis, during an episodic volcanic eruption;Science of The Total Environment;vol.669.0 is.;49-61;2019;;;;;;;;;;;;;;;;;;0048-9697;;;;;;;;;Greenhouse gases, nutrients and the carbonate system in the Reloncaví Fjord (Northern Chilean Patagonia): Implications on aquaculture of the mussel, Mytilus chilensis, during an episodic volcanic eruption;10.1016/j.scitotenv.2019.03.037;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2019;no;"Ciudades Resilientes; Zonas Costeras";;2019;"Rowe, Penny M.; Cordero, Raul R.; Warren, Stephen G.; Stewart, Emily; Doherty, Sarah J.; Pankow, Alec; Schrempf, Michael; Casassa, Gino; Carrasco, Jorge; Pizarro, Jaime; MacDonell, Shelley; Damiani, Alessandro; Lambert, Fabrice; Rondanelli, Roberto; Huneeus, Nicolas; Fernandoy, Francisco; Neshyba, Steven";"Rowe, Penny M.; Cordero, Raul R.; Warren, Stephen G.; Stewart, Emily; Doherty, Sarah J.; Pankow, Alec; Schrempf, Michael; Casassa, Gino; Carrasco, Jorge; Pizarro, Jaime; MacDonell, Shelley; Damiani, Alessandro; Lambert, Fabrice; Rondanelli, Roberto; Huneeus, Nicolas; Fernandoy, Francisco; Neshyba, Steven";;;"Ciudades Resilientes; Zonas Costeras";;;Black carbon and other light-absorbing impurities in snow in the Chilean Andes;Scientific Reports;vol.9.0 is.1.0;;2019;;;;;;;;;;;;;;;;;;2045-2322;;;;;;;;;Black carbon and other light-absorbing impurities in snow in the Chilean Andes;10.1038/s41598-019-39312-0;;;;;;;;;;;;;;;;;;;;;;;;;;;
